job,link,time,price,bid,status
"Need help with following sap, erp,",https://www.freelancer.com/projects/erp/need-help-with-following-sap/,5 days left,$20,2 bids,VERIFIED
data entry,https://www.freelancer.com/projects/mobile-phone/data-entry-28353648/,5 days left,$6 / hr,2 bids,
Windows RDP Api's,https://www.freelancer.com/projects/windows/windows-rdp-api/,4 days left,$347,2 bids,
Instacart batch grabber  -- 2,https://www.freelancer.com/projects/php/instacart-batch-grabber-28347864/,5 days left,$500,2 bids,
Looking for help to track mac address of the device,https://www.freelancer.com/projects/python/looking-for-help-track-mac/,6 days left,$287,2 bids,
22 SOHID KHAN,https://www.freelancer.com/projects/blog-install/sohid-khan/,4 days left,$35,2 bids,
"Model Checking,  Transitions system, Linear Temporal Logic, Büchi-Automaten",https://www.freelancer.com/projects/computer-science/model-checking-transitions-system-linear/,2 days left,$6 / hr,2 bids,
looking for android app tester on samsung s10,https://www.freelancer.com/projects/android/looking-for-android-app-tester/,6 days left,$40,2 bids,
Специалист по контекстной рекламе в Китае,https://www.freelancer.com/projects/russian/project-28367530/,6 days left,$1875,2 bids,
Proofreader/Edit my Document (English) -- 2,https://www.freelancer.com/projects/proofreading/proofreader-edit-document-english-28372835/,6 days left,$18 / hr,2 bids,
send message to facebook  account from asp.net web application,https://www.freelancer.com/projects/asp-net/send-message-facebook-account-from/,Ended,$65,2 bids,VERIFIED
Salesman need,https://www.freelancer.com/projects/marketing/salesman-need-28295218/,23 hours left,$35 / hr,2 bids,
implement a simple 32-bit MIPS CPU with provided simple framework,https://www.freelancer.com/projects/assembly/implement-simple-bit-mips-cpu-28297647/,1 day left,$125,2 bids,
Make youtube content / highlight video of Among Us gameplay,https://www.freelancer.com/contest/make-youtube-content-highlight-video-of-among-us-gameplay-1848926.html,1 day left,$10,2 entries,
Need deep Neo4J / Lucene expert for complicated query and modelling,https://www.freelancer.com/projects/neo-four-j/need-deep-neo-lucene-expert/,2 days left,$50 / hr,2 bids,VERIFIED
Screenshot editor tool,https://www.freelancer.com/projects/windows/screenshot-editor-tool/,2 days left,$115,2 bids,VERIFIED
API integration to client app for odbc service,https://www.freelancer.com/projects/python/api-integration-client-app-for/,3 days left,$178,2 bids,
I need a professional ethical hacker,https://www.freelancer.com/projects/blog-install/need-professional-ethical-hacker/,3 days left,$16,2 bids,
Tradestation EasyLanguage Code needs modified and fixed.,https://www.freelancer.com/projects/coding/tradestation-easylanguage-code-needs/,3 days left,$25,2 bids,VERIFIED
Sales Lead Generation for all kind industrial goods and services,https://www.freelancer.com/projects/marketing/sales-lead-generation-for-all/,4 days left,$17 / hr,2 bids,
Looking for a professional Solution Design Document around Informatica MDM,https://www.freelancer.com/projects/informatica-mdm/looking-for-professional-solution-design/,4 days left,$1014,2 bids,VERIFIED
2 app/web development question solving,https://www.freelancer.com/projects/react-js/app-web-development-question-solving/,3 days left,$17,2 bids,
IPhone App Instruction video,https://www.freelancer.com/projects/iphone/iphone-app-instruction-video/,5 days left,$150,2 bids,VERIFIED
Get a Digital Proffesional,https://www.freelancer.com/projects/sales-promotion/get-digital-proffesional/,12 hours left,$2000,2 bids,
Assembly Developer -- 2,https://www.freelancer.com/projects/c-programming/assembly-developer-28361927/,6 days left,$39,2 bids,VERIFIED
Convert shell to batch(powershell script),https://www.freelancer.com/projects/shell-script/convert-shell-batch-powershell-script/,2 days left,$18,2 bids,
Professionals Needed for a project,https://www.freelancer.com/projects/business-plans/professionals-needed-for-project/,6 days left,$93,2 bids,VERIFIED
Need  Korean native fresher most well came,https://www.freelancer.com/projects/translation/need-korean-native-fresher-most/,6 days left,$4 / hr,2 bids,
operations research,https://www.freelancer.com/projects/statistical-analysis/operations-research/,6 days left,$46,2 bids,VERIFIED
Proofreading/editing_English text,https://www.freelancer.com/projects/proofreading/proofreading-editing-english-text-28371488/,6 days left,$20 / hr,2 bids,
Dayana Perez Business Cards,https://www.freelancer.com/contest/dayana-perez-business-cards-1855406.html,6 days left,$15,2 entries,
I need a wikipedia expert,https://www.freelancer.com/projects/wikipedia/need-wikipedia-expert-28281864/,1 hour left,$16 / hr,2 bids,
Oneness Exchange,https://www.freelancer.com/projects/mobile-phone/oneness-exchange/,17 hours left,$292,2 bids,VERIFIED
group chat features,https://www.freelancer.com/projects/mongodb/group-chat-features/,1 day left,$30,2 bids,VERIFIED
Moodle developer,https://www.freelancer.com/projects/learning-management-systems/moodle-developer/,6 days left,$10 - $30,2 bids,
I Wanted to Make an Website Similar Like This : https://goteverythingin.blogspot.com,https://www.freelancer.com/projects/html/wanted-make-website-similar-like-28313795/,2 days left,$22,2 bids,
Php api script on Wheather Report,https://www.freelancer.com/projects/php/php-api-script-wheather-report/,4 days left,$14,2 bids,VERIFIED
geo map and twitter,https://www.freelancer.com/projects/twitter-api/geo-map-twitter/,3 days left,$175,2 bids,VERIFIED
German Video artist needed,https://www.freelancer.com/projects/video-broadcasting/german-video-artist-needed/,5 days left,$55,1 bids,VERIFIED
raise capital for startup business,https://www.freelancer.com/projects/fundraising/raise-capital-for-startup-business/,6 days left,$10 / hr,1 bids,VERIFIED
Need help with building interactive portfolio website,https://www.freelancer.com/projects/website-design/need-help-with-building-interactive/,6 days left,$20,1 bids,
"Java , Spring Boot, Angular 8, Collections",https://www.freelancer.com/projects/blog-install/java-spring-boot-angular-collections/,6 days left,$20,1 bids,
Roobet Predictor,https://www.freelancer.com/projects/software-architecture/project-for-usama-28344037/,4 days left,$500,1 bids,
macos minikube virtual box   (quick pay!!! & 5 stars!!!),https://www.freelancer.com/projects/kubernetes/macos-minikube-virtual-box-quick/,6 days left,$30,1 bids,VERIFIED
ARM template,https://www.freelancer.com/projects/azure/arm-template/,6 days left,$20,1 bids,VERIFIED
MMC SDIO WIFI module Detection issue,https://www.freelancer.com/projects/linux/mmc-sdio-wifi-module-detection/,3 days left,$30,1 bids,VERIFIED
Micro Project With Angular -- 2,https://www.freelancer.com/projects/javascript/micro-project-with-angular/,6 days left,$14,1 bids,
build SDN model using Mininet -- 2,https://www.freelancer.com/projects/network-administration/build-sdn-model-using-mininet-28371097/,6 days left,$175,1 bids,VERIFIED
Immigration consultant for canada,https://www.freelancer.com/projects/immigration/immigration-consultant-for-canada/,6 days left,$750,1 bids,
I need a photographer for taking profile pictures for our clients.,https://www.freelancer.com/projects/photoshop/need-photographer-for-taking-profile/,3 days left,$20 / hr,1 bids,VERIFIED
Need a patent secretary,https://www.freelancer.com/projects/patents/need-patent-secretary/,6 days left,$10,1 bids,VERIFIED
Blockchain expert,https://www.freelancer.com/projects/cryptography/blockchain-expert/,1 day left,$94,1 bids,
I need  a song application for Android mobile.,https://www.freelancer.com/projects/android/need-song-application-for-android-28302766/,1 day left,$10,1 bids,
Xamarin Developer,https://www.freelancer.com/projects/mobile-phone/xamarin-developer-28327769/,3 days left,$4 / hr,1 bids,VERIFIED
ARcore face filters,https://www.freelancer.com/projects/iphone/arcore-face-filters/,3 days left,$16,1 bids,VERIFIED
Berati Albania,https://www.freelancer.com/projects/mobile-phone/berati-albania/,2 days left,$35,1 bids,
Integrate payment gateway to prestashop 1.7.x,https://www.freelancer.com/projects/prestashop/integrate-payment-gateway-prestashop/,5 days left,$14,1 bids,
gathering networked data or project on data sources,https://www.freelancer.com/projects/raspberry-pi/gathering-networked-data-project-data/,6 days left,$100,1 bids,VERIFIED
canabis project - 30/11/2020 15:00 EST,https://www.freelancer.com/contest/canabis-project-est-1855298.html,2 days left,$10,1 entries,
Cardano Staking Pool Troubleshooting/Maintenance (Ongoing Support),https://www.freelancer.com/projects/blockchain/cardano-staking-pool-troubleshooting/,5 days left,$102,1 bids,VERIFIED
Search functionality error in WordPress,https://www.freelancer.com/projects/wordpress/search-functionality-error-wordpress/,6 days left,$15,1 bids,
I need backened  developer in very low budget,https://www.freelancer.com/projects/ajax/need-backened-developer-very-low/,5 days left,$20,1 bids,
I need some help with finding some leads.,https://www.freelancer.com/projects/internet-marketing/need-some-help-with-finding-27175364/,Ended,$13,2 bids,
Personal Protective Equipment Sourcing,https://www.freelancer.com/projects/healthcare-sales/personal-protective-equipment-sourcing/,19 hours left,$1875,2 bids,
Important: For current US college student only-(web research and data entry project),https://www.freelancer.com/projects/word/important-for-current-college-student/,1 day left,$207 / hr,2 bids,
Looking for a wordpress plugin developer,https://www.freelancer.com/projects/php/looking-for-wordpress-plugin-developer-28313247/,2 days left,$45,2 bids,VERIFIED
Project for NEU -- 5,https://www.freelancer.com/projects/php/project-for-neu-28317118/,2 days left,$450,2 bids,
API reference - Zipline (python),https://www.freelancer.com/projects/android/api-reference-zipline-python/,3 days left,$17,2 bids,
Easy task with py2app,https://www.freelancer.com/projects/python/easy-task-with-app/,4 days left,$19,2 bids,
Call tracking software using signalwire,https://www.freelancer.com/contest/call-tracking-software-using-signalwire-1853192.html,2 days left,$200,2 entries,
online work at home,https://www.freelancer.com/projects/retail-sales/online-work-home/,1 day left,$11,2 bids,VERIFIED
Aspak Diginar,https://www.freelancer.com/projects/software-architecture/aspak-diginar/,4 days left,$12,2 bids,
skywave needs a videographer,https://www.freelancer.com/projects/research-writing/skywave-needs-videographer/,4 days left,$10,2 bids,
Withdraw TRX from a smart contract,https://www.freelancer.com/projects/programming/withdraw-trx-from-smart-contract/,2 days left,$84,2 bids,
Get me direct clients for B2B lead generation.,https://www.freelancer.com/projects/marketing/get-direct-clients-for-lead/,2 days left,$1267,2 bids,
ashmvd_dkd,https://www.freelancer.com/projects/iphone/ashmvd-dkd/,5 days left,$375,2 bids,
Briefing Professor,https://www.freelancer.com/projects/internet-marketing/briefing-professor/,15 hours left,$2 / hr,2 bids,
Open Street Map consultancy,https://www.freelancer.com/projects/cartography-maps/open-street-map-consultancy/,6 days left,$23 / hr,2 bids,VERIFIED
online Italian teacher needed,https://www.freelancer.com/projects/italian/online-italian-teacher-needed/,6 days left,$13 / hr,2 bids,VERIFIED
Videographer / Video Editor with amazing storytelling capabilities -- 3,https://www.freelancer.com/projects/video-services/videographer-video-editor-with-amazing-28373583/,6 days left,$4 / hr,2 bids,VERIFIED
App Developer for both IoS and Android,https://www.freelancer.com/projects/mobile-phone/app-developer-for-both-ios/,6 days left,$94,2 bids,
Simple Logo Guessing Game using python,https://www.freelancer.com/projects/python/simple-logo-guessing-game-using/,6 days left,$105,2 bids,
Facebook Messenger chat bug on Instagram browser -- 2,https://www.freelancer.com/projects/php/facebook-messenger-chat-bug-instagram-28284375/,5 hours left,$43,2 bids,VERIFIED
I need to add a paywall + in app purchase to an existing iOS app.,https://www.freelancer.com/projects/ios-development/need-add-paywall-app-purchase/,1 day left,$62,2 bids,
CCTV camera software for viewing 7 cameras together in different frame size without lag,https://www.freelancer.com/projects/coding/cctv-camera-software-for-viewing/,1 day left,$4885,2 bids,VERIFIED
Azure PowerShell and Graph,https://www.freelancer.com/projects/powershell/azure-powershell-graph/,17 hours left,$19,2 bids,VERIFIED
PHP Digital Card Project,https://www.freelancer.com/projects/php/php-digital-card-project/,3 days left,$20,2 bids,VERIFIED
Required Wedding photographer,https://www.freelancer.com/projects/photo-editing/required-wedding-photographer/,1 day left,$375,2 bids,
Need to create a editor application for msWord files,https://www.freelancer.com/projects/php/need-create-editor-application-for/,1 day left,$20,1 bids,VERIFIED
Sell a crypto faucet script -- 2,https://www.freelancer.com/projects/internet-marketing/sell-crypto-faucet-script/,1 day left,$135 / hr,1 bids,
PASSIONATE DOG/PET,https://www.freelancer.com/projects/articles/passionate-dog-pet/,2 days left,$5000,1 bids,
Cardano Node setup,https://www.freelancer.com/projects/cryptography/cardano-node-setup/,1 day left,$230,1 bids,
ALL FOUR WHEELER CAR SOLUTION,https://www.freelancer.com/projects/automotive/all-four-wheeler-car-solution/,3 days left,$16,1 bids,
I NEED HELP WITH SETTING UP CRAKREVENUE,https://www.freelancer.com/projects/website-design/need-help-with-setting-crakrevenue/,3 days left,$20,1 bids,VERIFIED
Network Marketing,https://www.freelancer.com/projects/affiliate-marketing/network-marketing-28354903/,5 days left,$16,1 bids,VERIFIED
I need auditor in tamilnadu,https://www.freelancer.com/projects/corporate-income-tax/need-auditor-tamilnadu/,5 days left,$13,1 bids,VERIFIED
"爬行爬虫软件，需要爬的是博彩网站，同样源码的，同样版本的体育，Crawler software, you need to climb the gambling website, the same source code, the same version of sports",https://www.freelancer.com/projects/php/crawler-software-you-need-climb/,6 days left,$1125,1 bids,
Want resellers to sell my products.,https://www.freelancer.com/projects/resellers/want-resellers-sell-products/,6 days left,$94,1 bids,
great lets give away,https://www.freelancer.com/projects/dot-net-core/great-lets-give-away/,6 days left,$150,1 bids,
Develop a simple mobile calculator,https://www.freelancer.com/projects/javascript/develop-simple-mobile-calculator/,6 days left,$30,1 bids,
data entry,https://www.freelancer.com/projects/mysql/data-entry-28373587/,6 days left,$3 / hr,1 bids,
"Virtual Assistants Recruiters --> Search influencers, bloggers and salespeople",https://www.freelancer.com/projects/social-media-marketing/virtual-assistants-recruiters-search/,6 days left,$268,1 bids,VERIFIED
Fortnite Skin Checker,https://www.freelancer.com/projects/windows/fortnite-skin-checker/,5 hours left,$20 / hr,1 bids,
Need a proofreader,https://www.freelancer.com/projects/proofreading/need-proofreader-28288124/,11 hours left,$3374,1 bids,
Phone number and email masking using Twilio,https://www.freelancer.com/projects/twilio/phone-number-email-masking-using/,16 hours left,$337,1 bids,
501c3 preparartion and filing,https://www.freelancer.com/projects/tax-preparation/preparartion-filing/,18 hours left,$556,1 bids,VERIFIED
TFP shoot in Buckinghamshire,https://www.freelancer.com/projects/fashion-modeling/tfp-shoot-buckinghamshire/,1 day left,$20,1 bids,
Private project or contest #28304226,"https://www.freelancer.com/login?goto=M2E0YjNmMjhkZDJhYThhN2U5NjkyZTgzOGQ0Njc2NjJodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy9waHAvYXBpLXBhcnQtZm9yZXgtY3JtLXJlcXVpcmVkLw,,",1 day left,,,
I need a visual merchandiser,https://www.freelancer.com/projects/interior-design/need-visual-merchandiser/,1 hour left,$3200,1 bids,VERIFIED
Keywords Analysis (SEO) Germany Speaker REQUIRED,https://www.freelancer.com/projects/data-entry/project-for-katrin-28049712/,1 day left,$250,1 bids,
Looking for React Js individual developer.,https://www.freelancer.com/projects/javascript/looking-for-react-individual-developer/,2 days left,$50,1 bids,
I need a delivery boy to deliver groceries,https://www.freelancer.com/projects/parcel-delivery/need-delivery-boy-deliver-groceries/,2 days left,$169,1 bids,VERIFIED
Opentext Exstream and SAP integration,https://www.freelancer.com/projects/sap-hana/opentext-exstream-sap-integration/,1 day left,$500,1 bids,
Send SMS thru Android Mobile SIMS admin backend  PHP mySQL,https://www.freelancer.com/projects/android/send-sms-thru-android-mobile/,2 days left,$101,1 bids,
ZenDesk Expert,https://www.freelancer.com/projects/zendesk/zendesk-expert-28337475/,4 days left,$600,1 bids,VERIFIED
Custom visual for Power BI that will show Gantt chart,https://www.freelancer.com/projects/css/custom-visual-for-power-that/,4 days left,$30 - $250,1 bids,VERIFIED
Google account recovery,https://www.freelancer.com/projects/geographical-information-system/google-account-recovery/,4 days left,$15,1 bids,
Body measurement software  -- 2,https://www.freelancer.com/projects/software-architecture/body-measurement-software/,5 days left,$22 / hr,1 bids,VERIFIED
help with drracket project -- 2,https://www.freelancer.com/projects/computer-science/help-with-drracket-project-28357916/,5 days left,$90,1 bids,
source code = investor client login,https://www.freelancer.com/projects/web-hosting/source-code-investor-client-login/,6 days left,$140,1 bids,
marketing Selman,https://www.freelancer.com/projects/mobile-phone/marketing-selman/,6 days left,$13,1 bids,
"Videographers from Afghanistan, Yemen and Sudan covering news",https://www.freelancer.com/projects/videography/videographers-from-afghanistan-yemen/,6 days left,$167,1 bids,
I would like some assistance on a haskell project,https://www.freelancer.com/projects/haskell/would-like-some-assistance-haskell/,12 hours left,$30,1 bids,
Create a Neo4j graph,https://www.freelancer.com/projects/python/create-neo-graph/,6 days left,$14,1 bids,VERIFIED
Document career paths,https://www.freelancer.com/contest/document-career-paths-1855260.html,2 days left,$250,1 entries,
I need an unreal engine developer,https://www.freelancer.com/projects/unreal-engine/need-unreal-engine-developer-28371319/,6 days left,$500,1 bids,
Entrepreneurship and New Venture Creation,https://www.freelancer.com/projects/three-sixty-video/entrepreneurship-new-venture-creation/,6 days left,$20,1 bids,VERIFIED
Want to update unity plugin on aws,https://www.freelancer.com/projects/unity-three-d/want-update-unity-plugin-aws/,4 hours left,$250,1 bids,VERIFIED
create mobile build of react native app on my mac.,https://www.freelancer.com/projects/mobile-phone/create-mobile-build-react-native/,9 hours left,$8,1 bids,
i need pega support 6 mnths (telugu),https://www.freelancer.com/projects/software-architecture/need-pega-support-mnths-telugu/,1 day left,$1520,1 bids,VERIFIED
Photo edit app/ Camera app,https://www.freelancer.com/projects/iphone/photo-edit-app-camera-app/,1 day left,$47,1 bids,
11/25/20 Wednesday - Couples Pics - Bakers Beach & The Palace Of Fine Arts,https://www.freelancer.com/projects/photography/wednesday-couples-pics-bakers-beach/,1 day left,$361,1 bids,
Timber Deck,https://www.freelancer.com/contest/timber-deck-1851058.html,12 days left,$35,1 entries,
Implementing coin system in my website,https://www.freelancer.com/projects/plugin/implementing-coin-system-website/,3 days left,$8,1 bids,VERIFIED
Looking for a Content writer with knowledge in Vensim models,https://www.freelancer.com/projects/research-writing/looking-for-content-writer-with-28332499/,3 days left,$47,1 bids,
game developer requried ...to create a game,https://www.freelancer.com/projects/game-development/game-developer-requried-create-game/,4 days left,$47,1 bids,
Partnership Development - B2B Sales Digital Consulting - US LOCATION,https://www.freelancer.com/projects/link-building/partnership-development-sales-digital-28340635/,4 days left,$15 / hr,1 bids,VERIFIED
Graphical solution for selective chat system interface,https://www.freelancer.com/contest/graphical-solution-for-selective-chat-system-interface-1853733.html,10 days left,$59,1 entries,
Laravel developer required for one basic task -- 84833,https://www.freelancer.com/projects/php/laravel-developer-required-for-one-28342431/,4 days left,$47,1 bids,VERIFIED
Drafting Program for Construction CAD Software,https://www.freelancer.com/projects/programming/drafting-program-for-construction-cad/,5 days left,$289,1 bids,
traduire enregistrer des phrases,https://www.freelancer.com/projects/research-writing/traduire-enregistrer-des-phrases/,5 days left,$8 / hr,1 bids,
Discourse Plugin (Reply or Like Required to See),https://www.freelancer.com/projects/php/discourse-plugin-reply-like-required/,6 days left,$20,1 bids,
Earn by Simple Social Media Work,https://www.freelancer.com/projects/social-networking/earn-simple-social-media-work/,4 days left,$4 / hr,1 bids,VERIFIED
"sales phone telesales marketer - websites, seo etc",https://www.freelancer.com/projects/telemarketing/sales-phone-telesales-marketer-websites/,6 days left,$1500,1 bids,VERIFIED
Drawing with Vasthu vidya,https://www.freelancer.com/projects/autocad-architecture/drawing-with-vasthu-vidya/,6 days left,$5 / hr,1 bids,
CCTV footage forensic,https://www.freelancer.com/projects/digital-forensics/cctv-footage-forensic/,2 days left,$50,1 bids,VERIFIED
Russia only! Looking for old Eye X Controller eye tracker device to buy,https://www.freelancer.com/projects/russian/russia-only-looking-for-old/,1 day left,$47,1 bids,VERIFIED
Scriptable Widget Script for KPI,https://www.freelancer.com/projects/javascript/scriptable-widget-script-for-kpi/,3 days left,$160,1 bids,VERIFIED
I need a Roblox Developer.,https://www.freelancer.com/projects/lua/need-roblox-developer-28335589/,4 days left,$150,1 bids,
electron-packager dist vue.js application,https://www.freelancer.com/projects/electron-js/electron-packager-dist-vue-application/,4 days left,$28,1 bids,VERIFIED
SHARPE tool software Project,https://www.freelancer.com/projects/matlab-mathematica/sharpe-tool-software-project/,4 days left,$8,1 bids,VERIFIED
offerwall,https://www.freelancer.com/projects/iphone/offerwall/,5 days left,$25,1 bids,
Looking for media relations expert,https://www.freelancer.com/projects/media-relations/looking-for-media-relations-expert/,4 days left,$1000,1 bids,VERIFIED
Need Istio and Kuma Service Mesh Expert,https://www.freelancer.com/projects/kubernetes/need-istio-kuma-service-mesh/,2 days left,$4 / hr,1 bids,VERIFIED
GCal to Sheets integration and automation,https://www.freelancer.com/projects/engineering/gcal-sheets-integration-automation/,6 days left,$140,1 bids,
US IT Recruitment,https://www.freelancer.com/projects/recruitment/recruitment-28372962/,6 days left,$4 / hr,1 bids,VERIFIED
Editing Video,https://www.freelancer.com/projects/video-editing/editing-video-28373061/,6 days left,$119,1 bids,
Betheme expert for Upgrade Version: 4.5 to 21.9.3,https://www.freelancer.com/projects/php/betheme-expert-for-upgrade-version/,2 days left,$20,1 bids,VERIFIED
https://amzn.to/35Xx98W,https://www.freelancer.com/projects/amazon-web-services/https-amzn/,2 hours left,$13 / hr,1 bids,
stone column design by heinz j. priebe method and stone c software,https://www.freelancer.com/projects/civil-engineering/stone-column-design-heinz-priebe/,6 days left,$20,1 bids,
3-4 3D visualisations,https://www.freelancer.com/contest/d-visualisations-1854607.html,5 days left,$150,1 entries,
"Subject expert in International economics who have knowledge of options , interest rates and carry trade strategy",https://www.freelancer.com/projects/econometrics/subject-expert-international-economics/,6 days left,$40,1 bids,VERIFIED
Looking for someone to build a cloud-based email listserve,https://www.freelancer.com/projects/php/looking-for-someone-build-cloud-28367364/,6 days left,$180,1 bids,
Videography and video editing for Mastermind promo,https://www.freelancer.com/projects/video-editing/videography-video-editing-for-mastermind-28358941/,5 days left,$750,1 bids,VERIFIED
need  a expert  data annotator to make Ai datasets for our  project,https://www.freelancer.com/projects/data-processing/need-expert-data-annotator-make/,6 days left,$14,1 bids,VERIFIED
Need ReactJS developer to write test. We will give Rs. 2000 for test,https://www.freelancer.com/projects/react-js/need-reactjs-developer-write-test/,9 hours left,$20,1 bids,VERIFIED
Bustabit Predicting Real,https://www.freelancer.com/projects/server/bustabit-predicting-real/,1 day left,$20,1 bids,
Bidirectional Pwm switch using h bridge having rating 1.5v/60A,https://www.freelancer.com/projects/electronics/bidirectional-pwm-switch-using-bridge-28305041/,1 day left,$271,1 bids,
Betting app and website,https://www.freelancer.com/projects/php/betting-app-website-28308441/,1 day left,$5000,1 bids,
Simple Box and dots game using sockets (vs c++),https://www.freelancer.com/projects/cplusplus-programming/simple-box-dots-game-using/,2 days left,$20,1 bids,
TORA SOFTWARE HELP NEEDED,https://www.freelancer.com/projects/linear-programming/tora-software-help-needed/,5 hours left,$16,1 bids,VERIFIED
Looking to buy FB business manager with  over 250 spending,https://www.freelancer.com/projects/javascript/looking-buy-business-manager-with/,3 days left,$22,1 bids,VERIFIED
New and innovative ideas for the company,https://www.freelancer.com/projects/three-sixty-video/new-innovative-ideas-for-the/,4 days left,$50000,1 bids,
Lead Generation -- 2,https://www.freelancer.com/projects/sales/lead-generation-28338196/,4 days left,$9500,1 bids,
عمل بحث من 12 صفحة عن بطاقة الأداء المتوازن لشركة ستار بكس,https://www.freelancer.com/projects/project-management/project-28347235/,4 days left,$56,1 bids,VERIFIED
photo editing,https://www.freelancer.com/projects/mobile-phone/photo-editing-28335761/,4 days left,$14,1 bids,
I need an immigration law professional for sponsors who want to sponsor refugee family from Malaysia from,https://www.freelancer.com/projects/legal/need-immigration-law-professional-for/,5 days left,$23 / hr,1 bids,
Google maps customization,https://www.freelancer.com/projects/php/google-maps-customization-28360774/,6 days left,$14,1 bids,
Email marketing  -- 2,https://www.freelancer.com/projects/php/email-marketing-28363902/,6 days left,$30,1 bids,
nsdl pan portal,https://www.freelancer.com/projects/php/nsdl-pan-portal/,6 days left,$94,1 bids,
Design Lab on Vibration and Dynamic Systems using aduino -- 2,https://www.freelancer.com/projects/mechatronics/design-lab-vibration-dynamic-systems-28366963/,6 days left,$167,1 bids,VERIFIED
Wedding Photographer -- 2,https://www.freelancer.com/projects/graphic-design/wedding-photographer-28369703/,6 days left,$750,1 bids,
Remotely install OpenSIPs,https://www.freelancer.com/contest/remotely-install-opensips-1855308.html,2 days left,$60,1 entries,
Zoho expert,https://www.freelancer.com/projects/cplusplus-programming/zoho-expert/,6 days left,$105,1 bids,
Graphic Design for Website,https://www.freelancer.com/contest/graphic-design-for-website-1855356.html,6 days left,$73,1 entries,
Private project or contest #28231085,https://www.freelancer.com/login?goto=NjE4ZTQ0MmRlNTIxMWNiMTAwOTFmZjhhMDE0ZTBmMDNodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy9tZWNoYW5pY2FsLWVuZ2luZWVyaW5nL2FibGF0aXZlLXJvY2tldC1lbmdpbmUv,49 days left,,,
Implementation of complex boundary condition in openFoam framework,https://www.freelancer.com/projects/programming/implementation-complex-boundary/,9 hours left,$297,1 bids,
Mama D's Pizza,https://www.freelancer.com/projects/videography/mama-pizza/,3 hours left,$30,1 bids,
WHMCS: Build a Payment Gateway with Clover,https://www.freelancer.com/projects/whmcs/whmcs-build-payment-gateway-with/,6 days left,$50,1 bids,VERIFIED
debug my browser automation script .,https://www.freelancer.com/projects/software-architecture/debug-browser-automation-script/,6 days left,$20,1 bids,
bonjour ...bonjour,https://www.freelancer.com/projects/blog-install/bonjour-bonjour/,6 days left,$67,1 bids,
Project Assistant -- 38167,https://www.freelancer.com/projects/virtual-assistant/project-assistant-28370135/,6 days left,$56,1 bids,VERIFIED
Help with AgileCRM -- 2,https://www.freelancer.com/projects/crm/help-with-agilecrm-28281036/,Ended,$348,1 bids,VERIFIED
bulding online compilers -- 3,https://www.freelancer.com/projects/php/bulding-online-compilers-28285400/,7 hours left,$405,1 bids,
I need help with building a softeware,https://www.freelancer.com/projects/windows/need-help-with-building-softeware/,1 day left,$30,1 bids,
Trendz retail store,https://www.freelancer.com/projects/website-design/trendz-retail-store/,2 days left,$81,1 bids,
Looking to create Needed docs for my Startup tutorbyte.com for example panel docs and other needed docs,https://www.freelancer.com/projects/data-analytics/looking-create-needed-docs-for/,1 day left,$16,1 bids,VERIFIED
c++ project using Phreeqc library -- 2,https://www.freelancer.com/projects/cplusplus-programming/project-using-phreeqc-library-28322104/,2 days left,$200,1 bids,VERIFIED
build  website,https://www.freelancer.com/projects/html/build-website-28331556/,3 days left,$3889,1 bids,
I need a co-signer with great credit,https://www.freelancer.com/projects/data-entry/need-signer-with-great-credit/,3 days left,$2250,1 bids,
Web Devloper,https://www.freelancer.com/projects/php/web-devloper-28337587/,4 days left,$5071,1 bids,
need a person tell me how I earn Money by project,https://www.freelancer.com/projects/av-systems/need-person-tell-how-earn/,1 hour left,$162,1 bids,
hyperpay and paytabs for my website,https://www.freelancer.com/projects/payment-gateway-integration/hyperpay-paytabs-for-website/,4 days left,$50,1 bids,
NETWORK MARKETING -- 2,https://www.freelancer.com/projects/contracts/network-marketing-28334667/,3 days left,$676,1 bids,
Pwm hybrid rectifier having power capabilities 1.5v 60A,https://www.freelancer.com/projects/circuit-design/pwm-hybrid-rectifier-having-power/,1 day left,$315,1 bids,
I need someone to pack and post my deliveries,https://www.freelancer.com/projects/covers-packaging/need-someone-pack-post-deliveries/,5 days left,$13 / hr,1 bids,
Intergrate the sofware stock screener become web base,https://www.freelancer.com/projects/php/intergrate-the-sofware-stock-screener/,5 days left,$140,1 bids,VERIFIED
Need Affiliate Marketers,https://www.freelancer.com/projects/sales/need-affiliate-marketers-28297153/,1 day left,$760,1 bids,
I need Direct sellers to build up a team,https://www.freelancer.com/projects/sales-promotion/need-direct-sellers-build-team/,6 days left,$337,1 bids,
PHP/ Yii Expert Developers Only Please -- 3,https://www.freelancer.com/projects/php/php-yii-expert-developers-only-28364223/,6 days left,$50,1 bids,VERIFIED
SDK Developer for Matterport,https://www.freelancer.com/projects/android-wear/sdk-developer-for-matterport/,6 days left,$19 / hr,1 bids,
digital v card,https://www.freelancer.com/projects/software-architecture/digital-card/,1 hour left,$94,1 bids,
Kaizala Customization,https://www.freelancer.com/projects/html/kaizala-customization/,12 hours left,$30,1 bids,
Google cloud platform expert developer -- 2,https://www.freelancer.com/projects/web-security/google-cloud-platform-expert-developer-28297726/,1 day left,$12 / hr,1 bids,VERIFIED
